die_number,dimension1,dimension2,dimension3,dimension4,wt_kg_p_mt,die_diagram
47336,24.5,20.5,1.2,0,0.264,die_profile_images/.net_data/81e538e0-e55a-48bd-a8ec-167cce9cc6c4_47336.jpg
47337,115.7,47.1,1.5,0,1.933,die_profile_images/.net_data/75ca29ff-9dff-4f60-a00b-737bfc64b8af_47337.jpg
47338,65,32,1.5,0,1.052,die_profile_images/.net_data/c9664481-940a-4edb-b3e4-44753b39d059_47338.jpg
47339,42.2,38.8,1.5,0,0.766,die_profile_images/.net_data/ecd5ed26-6555-4242-a854-3341b050308e_47339.jpg
47340,42.2,38.8,1.4,0,0.751,die_profile_images/.net_data/6929efcc-31f0-4485-be48-e8d88546ab3e_47340.jpg
47341,79.3,40,4.2,0,4.071,die_profile_images/.net_data/5a30d7c8-e5b4-49fd-834e-7cba371f7008_47341.jpg
47342,65,29,1.4,0,0.814,die_profile_images/2021/03/01/115741/47342.jpg
47343,39.2,22.5,1.3,0,0.467,die_profile_images/2021/03/01/120214/47343.jpg
47344,79.2,22.5,1.3,0,1.066,die_profile_images/2021/03/01/120653/47344.jpg
47345,105,39.6,1.2,0,1.384,die_profile_images/2021/03/01/120849/47345.jpg
47346,143,39.6,1.3,0,1.821,die_profile_images/2021/03/01/121112/47346.jpg
47347,132.3,32,3.5,0,2.915,die_profile_images/2021/11/26/024741/47347.jpg
47348,27.7,26.5,1.5,0,0.392,die_profile_images/2021/03/01/121959/47348.jpg
47349,89.9,42,1.6,0,1.666,die_profile_images/2021/03/01/122155/47349.jpg
47350,123.7,83.9,2,0,2.747,die_profile_images/2021/03/01/122355/47350.jpg
47351,83.9,46,1.6,0,1.517,die_profile_images/2021/03/01/122841/47351.jpg
47352,8.4,13.8,0.95,0,0.118,die_profile_images/2021/07/05/110224/47107.jpg
47353,89.9,35.01,1.6,0,1.527,die_profile_images/2021/07/21/110125/47353.jpg
47354,70.7,20.5,6.1,0,1.388,die_profile_images/2021/07/07/120323/47354.jpg
47355,83.91,39,1.6,0,1.52,die_profile_images/2021/07/21/110521/47355.jpg
47356,48,26.72,1.5,0,0.673,die_profile_images/2021/07/21/110757/47356.jpg
47357,19.4,24.5,1.5,0,0.267,die_profile_images/2021/07/03/045402/47357.jpg
47358,70.9,17.6,1.3,0,0.655,die_profile_images/2021/04/11/112338/47358.jpg
47359,94.41,26.72,1.5,0,1.548,die_profile_images/2021/07/21/111049/47359.jpg
47360,31.59,17.3,1.2,0,0.234,die_profile_images/2021/07/21/111349/47360.jpg
47361,31.59,17.3,1.2,0,0.247,die_profile_images/2021/07/21/111634/47361.jpg
47362,135,48,1.5,0,2.278,die_profile_images/2021/07/21/112433/47362.jpg
47363,85,48,1.5,0,1.547,die_profile_images/2021/07/26/060041/47363.jpg
47364,55,32,3.5,0,1.082,die_profile_images/2021/08/31/035940/47364.jpg
47365,47.32,11.07,1.5,0,0.418,die_profile_images/2021/08/31/041857/47365.jpg
47366,47.2,65.72,2,0,1.114,die_profile_images/2021/08/31/042040/47366.jpg
47367,85,48,1.5,0,1.444,die_profile_images/2021/11/29/052054/2_track.jpg
47368,89.5,20.5,2.5,0,0.945,die_profile_images/2022/03/17/125124/47368.jpg
47369,35.1,83.91,1.6,0,1.312,die_profile_images/2022/04/02/110309/47369.jpg
47370,125.72,42,2,0,1.56,die_profile_images/2022/04/22/032233/47370.jpg
47371,51.84,24.6,1.3,0,0.442,die_profile_images/2022/04/22/023712/47371.jpg
47372,33.6,24.6,1.4,0,0.371,die_profile_images/2022/04/22/024146/47372.jpg
47373,37.47,54.2,1.9,0,1.101,die_profile_images/2022/04/22/024348/47373.jpg
47374,58.5,18.67,4.67,0,0.881,die_profile_images/2022/04/22/024609/47374.jpg
47375,86.79,18.67,2.91,0,1.553,die_profile_images/2022/04/22/025032/47375.jpg
47376,36.2,20.39,1.5,0,0.389,die_profile_images/2022/04/22/025320/47376.jpg
47377,31.99,13.8,1.2,0,0.202,die_profile_images/2022/04/22/025454/47377.jpg
47378,31.99,13.8,1.2,0,0.231,die_profile_images/2022/04/22/025745/47378.jpg
47379,42.8,23.3,1.5,0,0.363,die_profile_images/2022/04/22/025904/47379.jpg
47380,34.11,17,1.21,0,1.239,die_profile_images/2023/10/05/010436/74380.jpg
47381,63.42,38.36,1.8,0,0.884,die_profile_images/2022/04/22/030456/47381.jpg
47382,36.2,30.37,1.6,0,0.634,die_profile_images/2022/04/22/030822/47382.jpg
47383,101,60.76,1.4,0,1.556,die_profile_images/2022/05/13/112143/47383.jpg
47384,101,42.28,1.4,0,1.556,die_profile_images/2022/05/13/112659/47384.jpg
47385,65.2,60.76,1.4,0,1.284,die_profile_images/2022/05/13/112819/47385.jpg
47386,65.2,42.2,1.4,0,1.11,die_profile_images/2022/05/13/113127/47386.jpg
47387,29.6,23.38,1.2,0,0.285,die_profile_images/2022/05/13/113235/47387.jpg
47388,114.9,60.76,1.4,0,1.66,die_profile_images/2022/05/13/113502/47388.jpg
47389,114.9,41.08,1.4,0,1.756,die_profile_images/2022/05/13/113612/47389.jpg
47390,72.5,60.76,1.4,0,1.284,die_profile_images/2022/05/13/113725/47390.jpg
47391,72.5,41.08,1.4,0,1.11,die_profile_images/2022/05/13/114530/47391.jpg
47392,125.6,42,1.5,0,2.322,die_profile_images/2022/05/13/115335/47392.jpg
47393,34.1,35.5,5.4,0,2.29,die_profile_images/2022/06/27/103043/47393.jpg
47394,15.3,3.9,2,0,0.113,die_profile_images/2022/08/02/092924/47394.jpg
47395,19.2,4.4,2.3,0,0.135,die_profile_images/2022/08/02/093039/47395.jpg
47396,88.5,41.15,4,0,2.968,die_profile_images/2022/08/03/040047/47396.jpg
47397,85.8,41.15,4,0,3.076,die_profile_images/2022/08/24/111527/47397JPG.jpg
47398,59.95,24.9,7.9,0,2.045,die_profile_images/2022/08/03/040512/47398.jpg
47399,32.65,46.4,8.1,0,1.867,die_profile_images/2022/08/03/040634/47399.jpg
47400,80,96,10,0,6.224,die_profile_images/2022/07/31/125707/47400.jpg
47401,21.9,21.6,4.46,0,0.571,die_profile_images/.net_data/816dda45-7168-4f31-9c5a-c3519b001c74_47401.jpg
47402,104.5,36.8,7.15,0,4.676,die_profile_images/.net_data/c32210fa-fb72-4650-989e-35288052db38_47402.jpg
47403,36.6,27.4,9.3,0,1.515,die_profile_images/.net_data/829108b0-25d3-43bf-8eaf-3eb75e9bff40_47403.jpg
47404,52.1,23.5,3,0,1.075,die_profile_images/.net_data/fb1a55b2-22be-40bb-a39b-aec0a4bedcc9_47404.jpg
47405,49,23.5,3,0,1.076,die_profile_images/.net_data/150b37dd-c88f-462d-be43-984db865ed70_47405.jpg
47406,31.75,15.8,0,0,1.352,die_profile_images/.net_data/8e0d964b-a69c-4ec8-a4f8-284ff49769f6_47406.jpg
47407,33.4,6,0,0,0.442,die_profile_images/.net_data/1c738b8c-fb1e-41d8-9666-da5acbb986b8_47407.jpg
47408,50,50,1.5,0,1.034,die_profile_images/2022/07/17/102903/47408.jpg
47409,43.7,29,1.3,0,0.5,die_profile_images/2022/08/29/023550/47409.jpg
47410,58.2,29,1.3,0,0.622,die_profile_images/2022/08/29/023836/47410.jpg
47411,57.5,25.2,1.3,0,0.65,die_profile_images/2022/08/29/023940/47411.jpg
47412,22.2,19.3,1.2,0,0.196,die_profile_images/2022/08/29/024053/47412.jpg
47413,131.3,46.5,1.4,0,2.027,die_profile_images/2022/10/07/121717/47413.jpg
47414,136,37,1.5,0,1.743,die_profile_images/2022/10/07/121854/47414.jpg
47415,89.1,46.5,1.2,0,1.372,die_profile_images/2022/10/07/122028/47415.jpg
47416,93.7,37,1.5,0,1.108,die_profile_images/2022/10/07/122143/47416.jpg
47417,65,29,1.5,0,1.027,die_profile_images/2022/10/03/123006/47417_JPG.jpg
47418,13.6,17,1.5,0,0.219,die_profile_images/2022/10/07/122725/47418.jpg
47419,105.8,47,1.3,0,1.89,die_profile_images/2022/10/03/034940/47419.jpg
47420,109.4,37,1.5,0,1.387,die_profile_images/2022/10/03/034104/47420.JPG
47421,35,66.5,1.6,0,1.201,die_profile_images/2022/10/07/122940/47421.jpg
47422,40,54.5,1.6,0,1.053,die_profile_images/2022/10/07/123047/47422.jpg
47423,26.7,91.2,2,0,1.344,die_profile_images/2022/10/07/123140/47423.jpg
47424,47.9,1.8,99.2,0,1.752,die_profile_images/2022/10/07/123301/47424.jpg
47425,40,40,1.2,0,0.715,die_profile_images/2022/10/07/123423/47425.jpg
47426,23,23.9,5,0,1.084,die_profile_images/2022/09/30/035609/47426.jpg
47427,60.5,60.5,45.3,1.7,1.111,die_profile_images/2022/10/17/113417/47427.jpg
47428,91.4,60.5,1.5,0,1.427,die_profile_images/2022/11/11/115029/47428.jpg
47429,60.5,74.5,1.5,0,1.536,die_profile_images/2022/11/11/115315/47429.jpg
47430,66.1,55,41,1.5,0.762,die_profile_images/2022/10/17/113535/47430.jpg
47431,85.5,60.5,1.5,0,1.282,die_profile_images/2022/11/11/115458/47431.jpg
47432,50.1,45.1,44.1,2,0.65,die_profile_images/2022/10/17/113711/47432.jpg
47433,57.4,32.8,1.5,0,0.476,die_profile_images/2022/10/17/113814/47433.jpg
47434,16.5,12.9,2,0,0.119,die_profile_images/2022/10/17/113917/47434.jpg
47435,19.5,25,18.3,1.2,0.306,die_profile_images/2022/10/17/114015/47435.jpg
47436,26.7,19.5,14.6,1.5,0.192,die_profile_images/2022/10/17/115137/47436.jpg
47437,61.5,65,1.5,0,1.215,die_profile_images/2022/11/11/115704/47437.jpg
47438,61.6,41.7,1.5,0,0.904,die_profile_images/2022/11/04/115801/47438.jpg
47439,61.6,72.4,1.5,0,1.088,die_profile_images/2022/11/04/120230/47439.jpg
47440,34.6,23.4,1.2,0,0.302,die_profile_images/2022/11/04/120508/47440.jpg
47441,23.4,19.4,1.2,0,0.263,die_profile_images/2022/11/04/120617/47441.jpg
47442,61.4,57,25.9,1.5,0.662,die_profile_images/2022/11/04/120734/47442.jpg
47443,54,49.1,44.8,1.5,0.551,die_profile_images/2022/11/04/120840/47443.jpg
47444,54.5,29.5,6.5,0,1.499,die_profile_images/2023/02/21/103420/47444.jpg
47445,54,33.9,6.5,0,1.265,die_profile_images/2023/02/21/103529/47445.jpg
47446,35,35,1.4,0,0.451,die_profile_images/2023/03/01/010101/47446.jpg
47447,35,24.5,1.4,0,0.352,die_profile_images/2023/03/01/010220/47447.jpg
47448,40,40,1.3,0,0.664,die_profile_images/2023/03/01/010348/47448.jpg
47449,61.9,42,1.5,0,1.196,die_profile_images/2023/03/04/010253/47449.jpg
47450,62,18.7,1.5,0,0.676,die_profile_images/2023/03/04/010444/47450.jpg
47451,89.65,40.47,1.9,0,1.307,die_profile_images/2023/02/21/103314/47451.jpg
47452,28.87,3.6,2,0,0.158,die_profile_images/2023/06/02/104132/47452.jpg
47453,30,15,10,0,0.926,die_profile_images/2023/06/02/104353/47453.jpg
47454,40.31,25.9,2.5,0,0.461,die_profile_images/2023/06/02/104515/47454.jpg
47455,42.23,9.6,2.5,0,0.48,die_profile_images/2023/06/11/104340/47455.jpg
47456,44.5,9.6,2,0,0.43,die_profile_images/2023/06/11/104531/47456.jpg
47457,65.2,46.48,36.5,1,0.772,die_profile_images/2023/06/11/095939/47457.jpg
47458,101,84.47,36,0,1.17,die_profile_images/2023/06/11/100600/47458.jpg
47459,69.2,31.96,1.2,0,0.639,die_profile_images/2023/06/11/100916/47459.jpg
47460,105.6,31.96,1.1,0,0.962,die_profile_images/2023/06/11/101302/47460.jpg
47461,57.2,22.5,1.25,0,0.548,die_profile_images/2023/06/11/102245/47461.jpg
47462,57,25,1,0,0.532,die_profile_images/2023/06/11/102418/47462.jpg
47463,13.3,5.6,1.15,0,0.1,die_profile_images/2023/06/11/102635/47463.jpg
47464,60.5,25.6,1.5,0,0.771,die_profile_images/2023/06/11/102814/47464.jpg
47465,30.9,21.5,1.5,0,0.5,die_profile_images/2023/06/11/102959/47465.jpg
47466,40,27.9,1.5,0,0.71,die_profile_images/2023/06/11/103442/47466.jpg
47467,11.1,9.92,1,0,0.11,die_profile_images/2023/06/11/103642/47467.jpg
47468,17.36,5.8,5,0,0.191,die_profile_images/2023/07/12/061215/47468.jpg
47469,47.5,23.4,10.4,0,2.292,die_profile_images/2023/07/13/122341/47469.jpg
47470,19.29,5.4,0,0,0.205,die_profile_images/2023/07/13/123451/47470.jpg
47471,52.3,26.6,0,0,1.375,die_profile_images/2023/07/13/123643/47471.jpg
47472,51.81,28.6,0,0,1.216,die_profile_images/2023/07/13/123915/47472.jpg
47473,57.83,2.46,0,0,0.648,die_profile_images/2023/07/13/124355/47473.jpg
47474,32,25.85,1.5,0,0.294,die_profile_images/2023/08/07/113139/47474.jpg
47475,57.29,24.5,1.5,0,0.538,die_profile_images/2023/08/09/125922/47475.jpg
47476,43.71,32,1.5,0,0.388,die_profile_images/2023/08/07/113500/47476.jpg
47477,78.55,44.4,6,0,2.237,die_profile_images/2023/08/07/113613/47477.jpg
47478,65,32,1.4,0,0.88,die_profile_images/2023/08/07/113724/47478.jpg
47479,65,29,1.3,0,0.879,die_profile_images/2024/03/05/100948/47500.jpg
47480,36.2,38,1.6,0,0.679,die_profile_images/2023/09/16/024756/47480.jpg
47481,30.49,12,1.3,0,0.229,die_profile_images/2023/09/16/024654/47481.jpg
47482,35.6,83.91,1.2,0,1.398,die_profile_images/2023/09/15/120210/47482.jpg
47483,37.9,26.72,1.8,0,0.814,die_profile_images/2023/09/15/120308/47483.jpg
47484,26,30,2.15,0,1.051,die_profile_images/2023/09/15/120512/47484.jpg
47485,143.2,18.67,3,0,2.795,die_profile_images/2023/09/15/120606/47485.jpg
47486,56.86,56.86,1.85,0,1.186,die_profile_images/2023/10/11/102705/47486.jpg
47487,96.83,42.3,19,0,1.44,die_profile_images/2023/11/01/123124/47487.jpg
47488,45.6,29.51,0,0,0.605,die_profile_images/2023/11/01/123323/47488.jpg
47489,17.3,7.9,1.1,0,0.098,die_profile_images/2023/11/01/124059/47489.jpg
47490,95.75,42.37,2,0,1.629,die_profile_images/2023/12/20/115144/47490.jpg
47491,65.1,17.04,2.84,0,1.479,die_profile_images/2023/12/20/115242/47491.jpg
47492,53.64,22.75,2,0,0.907,die_profile_images/2023/12/30/120231/47492.jpg
47493,64.53,20.21,9,0,1.703,die_profile_images/2023/12/30/120437/47493.jpg
47494,78.99,68,1.55,0,1.833,die_profile_images/2024/01/17/105927/47494.jpg
47495,76.87,23.15,2,0,1.26,die_profile_images/2024/01/17/110047/47495.jpg
47496,79,42.9,1.5,0,1.273,die_profile_images/2024/01/17/110325/47496.jpg
47497,42.65,35.35,6.35,0,1.522,die_profile_images/2024/02/10/101107/47497.jpg
47498,94,94,4,0,4.645,die_profile_images/2024/02/10/101310/97498.jpg
47499,19.4,6.65,2,0,0.264,die_profile_images/2024/02/10/101434/47499.jpg
47500,84.86,11.54,2.14,0,0.586,die_profile_images/2024/05/05/104759/47500.jpg
47501,54.2,120.27,5,0,3.353,die_profile_images/.net_data/589aa3da-c1c7-4cfd-a66c-474945a57fbe_47501.jpg
47502,52.2,105.47,8,0,4.81,die_profile_images/.net_data/d82842bd-a714-4185-bfeb-1b18623606a1_47502.jpg
47503,142.7,32.75,1.75,0,0.8,die_profile_images/.net_data/3d0ab089-63ff-4d4d-a15e-60fb9a79e275_47503.jpg
47504,109,46,0,0,5.14,die_profile_images/.net_data/d54c03ef-9782-4383-94ae-403669e873e8_47504.jpg
47505,84,109,2.5,0,5.42,die_profile_images/2021/08/26/105342/47505.jpg
47506,121.5,60.87,3,0,4.468,die_profile_images/.net_data/0ebfb1e1-ecc7-4f96-aef3-e62a024c2904_47506.jpg
47507,124,70,2.5,0,5.91,die_profile_images/.net_data/5ccc72d8-5555-42f6-ab12-1afcc76fe0a8_47507.jpg
47508,70,37.75,1.25,0,0.836,die_profile_images/2021/04/30/042256/47508.jpg
47509,76.5,51.73,3,0,1.532,die_profile_images/2021/04/30/042417/47509.jpg
47510,109,84,2.5,0,5.484,die_profile_images/2021/04/30/042535/47510.jpg
47511,112,82.74,2.75,0,5.189,die_profile_images/2021/05/27/120507/47511.jpg
47512,113.54,30.68,1.75,0,0.639,die_profile_images/2021/07/02/023717/47512.jpg
47513,70,37.75,1.25,0,0.885,die_profile_images/2021/08/16/111434/47513.jpg
47514,40,27.02,0,0,1.989,die_profile_images/2022/03/03/121248/47514.jpg
47515,28.5,27,0,0,1.687,die_profile_images/2022/03/24/092832/47515.jpg
47516,82,70,2,0,3.324,die_profile_images/2023/04/07/125749/47516.jpg
47517,62.28,34.8,1.4,0,0.958,die_profile_images/2023/04/07/125910/47517.jpg
47518,68.97,43.29,7,0,2.768,die_profile_images/2023/04/07/010058/47518.jpg
47519,40,40,1.5,0,0.928,die_profile_images/2023/04/07/010259/47519.jpg
47520,83.49,65,8,0,3.089,die_profile_images/2023/04/07/010436/47520.jpg
47521,86,132,3.25,0,7.893,die_profile_images/2023/08/03/124719/47521.jpg
47601,48.7,22,4.6,0,1.803,die_profile_images/2024/09/19/101247/47601.jpg
47602,48.7,24,4.6,0,1.914,die_profile_images/2024/09/19/101453/47602.jpg
47603,27.25,15.9,1.5,0,0.254,die_profile_images/2024/09/19/103811/47603.jpg
47701,60.2,10.2,3,0,2.016,die_profile_images/2024/10/13/122604/47701.jpg
47702,65,12,3,0,2.325,die_profile_images/2024/10/13/122821/47702.jpg
47703,66,18.2,3,0,2.862,die_profile_images/2024/10/13/123009/47703.jpg
47704,30.5,10.3,2.2,0,0.561,die_profile_images/2024/10/13/123216/47704.jpg
47705,58.7,17.2,0,2.5,1.201,die_profile_images/2024/11/11/061234/47705.jpg
47706,64.7,45.8,2.5,0,2.443,die_profile_images/2024/11/11/061425/47706.jpg
47707,16.9,7.1,0,0,0.216,die_profile_images/2024/10/21/102504/47707.jpg
47801,54.5,36.5,2,0,0.95,die_profile_images/2024/03/18/060821/47801.jpg
47802,36.5,18,2,0,0.511,die_profile_images/2024/03/18/060918/47802.jpg
47803,63,36.5,2,0,0.788,die_profile_images/2024/03/18/061010/47803.jpg
47901,120,42.74,1.52,0,2.385,die_profile_images/2024/03/11/051737/47901.jpg
47902,80.75,45,1.5,0,1.644,die_profile_images/2024/03/11/051927/47902.jpg
47903,38.25,17.25,2,0,0.719,die_profile_images/2024/03/11/053656/47903.jpg
47904,38.25,20,2,0,0.672,die_profile_images/2024/03/23/102842/47904.jpg
47905,38,27.49,1.5,0,0.493,die_profile_images/2024/03/23/102941/47905.jpg
47906,36,27.49,1.5,0,0.45,die_profile_images/2024/03/23/103045/47906.jpg
47907,23.2,12,1.25,0,0.142,die_profile_images/2024/03/23/103143/47907.jpg
47908,31.5,31.5,1.5,0,0.72,die_profile_images/2024/03/23/103305/47908.jpg
47909,15,15.5,1.25,0,0.21,die_profile_images/2024/03/23/103446/47909.jpg
47910,46.25,30,3,0,0.731,die_profile_images/2024/08/08/102012/47910.jpg
47911,49,24,3,0,1.148,die_profile_images/2024/08/08/102134/47911.jpg
47912,40,45,2,0,1.109,die_profile_images/2024/08/08/102301/47912.jpg
47913,23.5,20,2.5,0,0.484,die_profile_images/2024/08/08/102556/47913.jpg
48001,50,8,3,0,0.48,die_profile_images/.net_data/e5524c10-61f7-44ea-aef0-82515ff9bdfc_48001.jpg
48002,17,17,0,0,0.396,die_profile_images/.net_data/85465f4e-bc10-46a7-9170-e057b7813411_48002.jpg
48003,53.6,12,1.7,0,0.398,die_profile_images/.net_data/10f0c0e1-2825-4a60-bfe8-d94a5a52e2b6_48003.jpg
48004,45,15.35,2,0,0.393,die_profile_images/.net_data/1802109b-e523-4937-9021-e6b76a7315c3_48004.jpg
48005,36,36,3,0,0.74,die_profile_images/.net_data/ec88e64e-e4bb-48a4-adb2-cd86ad9b5e22_48005.jpg
48006,14.9,14.9,1.7,0,0.209,die_profile_images/.net_data/32949bf7-6a61-4123-bde4-4c1692d5bc08_48006.jpg
48007,26.7,13.4,1,0,0.129,die_profile_images/2021/04/30/020441/48007.jpg
48008,12,12,1.35,0,0.082,die_profile_images/2021/04/30/125639/48008.jpg
48009,25,16.38,1,0,0.12,die_profile_images/2021/04/30/020639/48009.jpg
48010,15.45,5,0,0,0.124,die_profile_images/2021/04/30/020942/48010.jpg
48011,15.45,15.45,2.2,0,0.181,die_profile_images/2021/04/30/020117/48011.jpg
48012,10.25,3.9,0.8,0,0.04,die_profile_images/2021/04/30/024034/48012.jpg
48013,49.9,5.15,1.25,0,0.267,die_profile_images/2021/04/30/024450/48013.jpg
48014,29.4,10.9,1.2,0,0.173,die_profile_images/2021/04/30/024153/48014.jpg
48015,33,8.9,1,0,0.141,die_profile_images/2021/04/30/024311/48015.jpg
48016,15,15,1.1,0,0.093,die_profile_images/2021/04/30/020311/48016.jpg
48017,25,25,1.1,0,0.149,die_profile_images/2021/04/30/024556/48017.jpg
48025,8,8,1.1,0,0.048,die_profile_images/2021/04/30/023658/48025.jpg
48026,10,10,1.1,0,0.06,die_profile_images/2021/04/30/023814/48026.jpg
48027,105.5,52.2,2,0,1.738,die_profile_images/2022/03/10/021053/48027.jpg
48028,22.5,26.5,1.2,0,0.28,die_profile_images/2022/03/10/021243/48028.jpg
48101,11.35,7,1,0,0.064,die_profile_images/.net_data/f9d2ebb8-8c3e-43b9-8d3e-471dade81ea3_48101.jpg
48102,50,19.5,1.9,0,0.455,die_profile_images/.net_data/4b2ce2ea-5c17-46ae-bb44-ae821bf487d8_48102.jpg
48103,30,30,1.4,0,0.354,die_profile_images/.net_data/828a3b8d-a5e4-4562-bad4-7e1e64aafa8d_48103.jpg
48104,25,17.3,1.4,0,0.187,die_profile_images/.net_data/b38e1194-89ef-4c42-9f05-eafeeb0cf1c0_48104.jpg
48105,25,17.3,1.4,0,0.183,die_profile_images/.net_data/732115af-9a9b-4284-9c76-b462f560b188_48105.jpg
48106,30,30,1.4,0,0.389,die_profile_images/.net_data/60fffb8e-8a59-4537-8b24-81a964613d05_48106.jpg
48107,47.3,47.3,1.4,0,0.385,die_profile_images/.net_data/e1e84b1b-3790-4127-a42a-f6e9897f66d2_48107.jpg
48108,25,12.3,1.4,0,0.166,die_profile_images/.net_data/66763c15-670f-4121-b597-9e1f88c93bdb_48108.jpg
48109,42.3,42.3,1.4,0,0.352,die_profile_images/.net_data/26343823-e280-4667-9e5b-5ed153f1d037_48109.jpg
48110,25,12.3,1.4,0,0.162,die_profile_images/.net_data/db600e71-1e4c-4f3e-bd5f-a9b05c6b4f30_48110.jpg
48111,8.5,4.86,0.9,0,0.041,die_profile_images/.net_data/6bbf5977-2cf1-4338-85fe-71c72deccdd9_48111.jpg
48112,14,14,1,0,0.079,die_profile_images/.net_data/8335608c-bf97-4bec-831f-4d2c1f8c9c96_48112.jpg
48113,12,12,1.1,0,0.07,die_profile_images/.net_data/b19e6a48-10c9-4193-a78a-5c8bbc133822_48113.jpg
48114,7.5,7,1,0,0.048,die_profile_images/.net_data/20db9b50-a548-4a35-8f3d-a807b63c94c8_48114.jpg
48115,27,13.4,1.1,0,0.209,die_profile_images/2022/06/29/040126/48115.jpg
48116,60,6,3,0,0.507,die_profile_images/2022/06/29/033524/48116.jpg
48117,50.04,5,3,0,0.386,die_profile_images/2022/06/21/023135/48117.jpg
48118,52.03,38.53,1.5,0,0.483,die_profile_images/2023/03/04/022445/48118.jpg
48119,25,14.3,1.4,0,0.17,die_profile_images/2023/03/24/041111/48119.jpg
48120,30,14.3,1.4,0,0.189,die_profile_images/2023/03/24/041238/48120.jpg
48121,10,10,7,0,0.138,die_profile_images/2023/08/24/045204/48121.jpg
48122,30.3,24.6,1.4,0,0.227,die_profile_images/2024/12/12/102319/48122.jpg
48506,60,48,2,0,1.06,die_profile_images/2023/07/12/103915/68506.jpg
49001,50,50,1.4,0,0.645,die_profile_images/.net_data/24e4e8ef-b542-4485-a075-cf8fe6826216_49001.jpg
49002,64,56,1.8,0,1.155,die_profile_images/.net_data/c2465a45-1d7d-4b94-ab2b-f89cdbbd4702_49002.jpg
49003,68.11,35,1.8,0,0.937,die_profile_images/.net_data/7d3d1d91-18b3-47b3-bd5a-e2cb1ad873c6_49003.jpg
49004,100,57,2.5,0,2.571,die_profile_images/.net_data/c520a990-b9a6-4501-ae12-ebf2fab440ce_49004.jpg
49005,51.1,19.9,1.5,0,0.51,die_profile_images/.net_data/151716c6-5556-48f4-bb9e-50ad1f224bee_49005.jpg
49006,39.2,31.4,1.5,0,0.516,die_profile_images/.net_data/b0d8efdb-8986-436a-9f85-9461563ecb14_49006.jpg
49007,27.95,37,1.5,0,0.511,die_profile_images/.net_data/3e6c4660-fa18-45d0-a917-338087a94755_49007.jpg
49008,38.95,40.65,1.7,0,1.121,die_profile_images/.net_data/d3c6c229-f3ae-4f7e-aca0-347aeae88c12_49008.jpg
49009,67.7,81.3,1.7,0,1.39,die_profile_images/.net_data/8641600c-9f5d-4b84-8637-6081a7220c7f_49009.jpg
49010,45,45,1.2,0,0.67,die_profile_images/.net_data/f1d0391f-3ad6-458d-bb5e-37dfc815740a_49001.jpg
49011,57.29,18.3,1.32,0,0.357,die_profile_images/.net_data/0fcfe593-fcfa-4c02-9a4e-0f972df964ae_49011.jpg
49012,53,10,2,0,0.413,die_profile_images/.net_data/4ec1abf2-b95e-410d-8182-86357d218cd0_49012.jpg
49013,145.6,100,2,0,0.916,die_profile_images/.net_data/8a606bc5-994c-45ba-accb-60f643e91b6d_49013.jpg
49014,150,19,2,0,0.999,die_profile_images/.net_data/2240bc5a-8e17-4c1a-8dff-8125b531e65b_49014.jpg
49015,36.5,27.5,1.3,0,0.527,die_profile_images/2021/03/18/122503/49015.jpg
49017,81.3,67.4,2,0,1.598,die_profile_images/2021/03/20/052323/49017.jpg
49018,81.3,38.8,2,0,1.281,die_profile_images/2021/03/20/052451/49018.jpg
49019,131,38.95,2,0,1.88,die_profile_images/2024/05/14/022125/49019.png
49020,131,67.7,2.7,0,2.188,die_profile_images/2024/05/14/022251/49020.png
49021,46,10,2,0,0.375,die_profile_images/2025/01/18/105118/49021.jpg
49022,50,18.3,1.32,0,0.323,die_profile_images/2025/01/18/105320/49022.jpg
49701,27.61,5.98,1.9,0,0.174,die_profile_images/.net_data/b2b1c595-1c7f-4683-8ff9-0b043c2f57ec_49701.jpg
50101,29.5,12.4,1,0,0.163,die_profile_images/.net_data/386dbbcc-36c3-47f1-b15a-b2c2f5ace6ea_50101.jpg
